f1,f2,f3,f4,f5,f6,f7,f8,emb57,label
17,17,4.764705882352941,136,53,4.588235294117647,10,13,0.09508696,0
4,4,4.0,1779,261,4.492411467116358,10,14,0.030332996,0
8,7,4.875,32,21,4.34375,15,22,0.0021317375,1
3,3,3.333333333333333,508,87,4.4862204724409445,57,63,0.0033091858,0
7,7,4.142857142857143,1267,343,4.4672454617206,37,39,0.085425586,1
19,18,4.894736842105263,351,39,4.606837606837607,82,148,-0.017416669,0
1,1,5.0,519,57,4.647398843930636,1,2,-0.019328905,0
298,259,4.882550335570469,61,11,4.327868852459017,316,421,-0.054084647,0
9,9,4.666666666666667,3251,668,4.42140879729314,21,28,-0.07684578,0
3,3,5.0,205,19,4.648780487804878,103,155,0.011466982,0
4,3,4.0,2,0,2.0,4,12,-0.03275047,0
17,17,4.882352941176471,504,28,4.91468253968254,120,214,0.052854273,0
3,3,4.666666666666667,3197,856,4.537065999374414,4,8,0.011104016,0
21,21,5.0,9573,5464,4.737386399247884,70,170,0.029163938,1
1,1,1.0,3,3,1.0,9,15,-0.007901691,0
31,30,4.580645161290323,158,32,4.7215189873417724,44,66,-0.053983606,0
1,1,5.0,17,7,4.647058823529412,13,16,-0.015953928,0
24,24,4.75,294,47,4.6938775510204085,72,106,0.043110553,0
3,2,5.0,1,0,5.0,3,6,0.0076556327,0
1,1,1.0,3,5,1.0,0,1,-0.010294753,0
2,2,4.0,117,42,4.495726495726496,4,5,0.00084070227,1
11,11,4.2727272727272725,939,353,4.521831735889244,105,193,0.00037515338,1
11,7,4.909090909090909,4,1,4.0,11,12,-0.005148872,1
26,24,4.576923076923077,700,125,4.614285714285714,81,172,0.011517268,0
1,1,5.0,35,8,4.628571428571429,1,1,-0.0037851648,1
1,1,1.0,121,39,2.7520661157024797,18,68,-0.05091593,1
7,7,4.428571428571429,51,10,4.921568627450981,60,79,0.005500827,0
2,2,5.0,883,309,4.620611551528879,5,13,0.022997137,0
11,11,4.909090909090909,16,3,5.0,31,36,0.03734567,0
3,3,5.0,187,19,4.668449197860962,5,5,0.013939747,0
8,8,4.625,1060,464,4.340566037735849,77,87,0.03540984,1
2,2,3.0,32,8,4.125,4,9,0.040266935,0
23,19,4.826086956521739,23718,7262,4.463529808584197,43,47,0.057472084,1
1,1,1.0,256,83,4.2578125,1,3,-0.014404782,0
5,5,5.0,619,129,4.10016155088853,6,6,0.06623041,0
4,4,4.75,5,1,4.6,8,10,0.05736835,0
6,5,5.0,71,22,4.47887323943662,33,42,-0.0099545,0
1,1,3.0,87,15,4.655172413793103,1,5,0.029505784,0
134,117,4.7611940298507465,18,1,3.888888888888889,251,277,-0.0198725,1
6,6,4.833333333333333,662,80,4.330815709969788,52,66,-0.03795941,0
9,8,4.555555555555555,57,4,4.859649122807017,12,15,0.06287664,0
24,24,4.5,724,183,3.976519337016575,33,40,0.08203717,0
2,2,2.0,66,53,4.121212121212121,71,125,-0.008350939,0
2,2,3.0,4,1,3.0,1,2,-0.0071744947,0
11,10,4.909090909090909,172,35,4.651162790697675,28,62,0.007039472,0
2,2,3.5,43,15,4.023255813953488,1,2,0.008528548,0
48,48,4.541666666666667,26,0,4.961538461538462,94,119,0.058239695,0
8,7,4.75,488,124,4.73155737704918,37,47,-0.015560041,0
2,2,5.0,232,122,4.689655172413793,15,16,0.033772945,0
9,7,5.0,182,50,4.829670329670329,19,19,0.036098935,0
8,8,4.5,180,39,4.672222222222223,44,54,0.01609217,0
14,13,4.857142857142857,262,99,4.812977099236641,103,127,-0.018746663,0
1,1,1.0,28,18,4.535714285714286,4,5,-0.020613704,0
33,31,4.666666666666667,195,27,4.779487179487179,151,205,-0.0290206,0
1,1,5.0,400,55,4.53,4,15,-0.05618616,0
1,1,1.0,17,3,3.5294117647058822,3,5,-0.020820431,0
21,20,5.0,702,164,3.6524216524216526,29,35,0.020182796,1
1,1,1.0,27,5,4.333333333333333,0,2,-0.008923706,1
19,17,4.894736842105263,424,124,4.919811320754717,70,87,-0.014686616,0
29,29,4.862068965517241,912,367,4.918859649122807,31,37,-0.053380877,0
3,3,4.666666666666667,375,201,4.189333333333333,37,42,0.027937727,0
3,2,5.0,1,0,5.0,3,11,0.021961492,1
16,2,2.75,1,0,1.0,6,19,-0.0034469427,1
67,62,5.0,278,61,4.766187050359712,82,101,-0.006848495,0
57,52,4.982456140350878,717,161,4.470013947001394,68,84,0.005781043,0
7,7,5.0,811,156,4.860665844636252,72,86,0.021182371,0
1,1,2.0,77,37,3.961038961038961,57,73,-0.041034583,1
2,2,5.0,155,33,4.15483870967742,180,381,-0.04608673,0
3,3,5.0,72,8,4.680555555555555,22,27,0.016625142,0
2,2,5.0,1493,992,4.470194239785666,0,2,0.014568967,1
1,1,4.0,1405,246,4.572953736654804,28,50,-0.055446874,1
1,1,1.0,1,0,1.0,2,6,-0.021370891,0
10,9,5.0,24,1,4.666666666666667,21,22,0.07208455,1
4,4,4.25,331,41,4.259818731117825,4,6,-0.0037740965,0
1,1,5.0,2741,333,4.136811382707041,2,5,0.029399842,1
4,4,4.0,143,37,3.391608391608392,30,41,0.01303625,0
8,8,4.625,90,10,4.6,64,87,-0.009549276,0
10,10,4.5,248,77,4.346774193548387,151,204,0.047612485,0
4,4,5.0,9,5,4.555555555555555,67,79,-0.058579564,0
43,42,4.744186046511628,105,28,4.123809523809523,133,211,0.014089329,0
6,6,4.333333333333333,177,65,4.15819209039548,50,70,0.036646035,0
19,18,5.0,4516,310,4.927590788308238,43,67,0.047582813,0
7,6,3.2857142857142856,6,5,5.0,21,90,-0.008548302,0
13,13,4.615384615384615,23,1,4.565217391304348,24,32,-0.028397268,0
30,25,4.833333333333333,1248,366,4.399038461538462,84,106,0.027775312,0
11,11,5.0,344,162,4.715116279069767,21,105,0.031153323,0
11,11,5.0,70,10,4.642857142857143,57,98,-0.003259284,0
9,9,4.222222222222222,966,100,4.8478260869565215,50,61,0.03021669,0
3,3,4.0,21,3,3.2857142857142856,24,29,-0.024066832,0
8,8,5.0,4,0,5.0,15,24,-0.00806647,1
4,4,3.75,2,4,4.0,7,11,0.006361314,1
47,36,4.638297872340425,111,24,4.243243243243243,53,74,0.031771567,0
1,1,5.0,56,22,4.732142857142857,50,64,-0.021773884,0
72,68,4.972222222222222,87,24,3.770114942528736,44,109,0.07932754,0
4,4,5.0,7,0,5.0,37,192,0.03696881,0
9,9,4.555555555555555,46,25,2.565217391304348,29,55,-0.047721516,0
32,26,4.96875,233,12,4.695278969957082,108,158,0.08387739,0
1,1,3.0,17784,6116,4.136864597390913,10,15,0.07988887,0
5,2,5.0,350,300,4.411428571428571,8,10,0.03591524,1
43,38,4.8604651162790695,41,4,4.512195121951219,104,127,-0.037689988,1
1,1,1.0,15,2,4.133333333333334,2,7,0.0025134196,1
1,1,1.0,344,81,4.662790697674419,4,8,0.0037031153,0
36,5,4.944444444444445,5,7,3.2,13,41,-0.00042413225,1
6,6,5.0,1519,224,4.554970375246873,79,94,0.030357284,0
29,27,5.0,9,4,4.555555555555555,130,199,0.012368351,0
30,29,4.4,327,65,4.914373088685015,58,94,-0.034539383,0
17,15,4.882352941176471,3113,905,4.534532605203983,20,22,-0.042744435,0
6,6,4.333333333333333,1275,382,4.213333333333333,11,20,0.019938564,1
5,5,3.8,43,10,4.8604651162790695,45,56,0.056097794,1
21,20,4.238095238095238,38,12,4.0,41,88,0.043966673,0
28,28,4.75,1068,119,4.875468164794008,36,70,0.022448841,0
5,5,4.4,211,24,4.767772511848341,2,10,-0.01023739,0
7,1,4.857142857142857,82,9,4.475609756097561,3,12,-0.028617553,1
43,38,4.697674418604652,311,65,4.482315112540193,70,97,-0.018003687,0
2,2,5.0,434,86,4.854838709677419,10,16,-0.014309087,0
19,19,4.368421052631579,254,33,4.838582677165355,55,74,0.06022565,0
3,3,4.666666666666667,402,225,4.885572139303482,32,52,-0.032283384,0
2,2,5.0,1,3,5.0,7,13,-0.03927111,0
11,11,4.181818181818182,38,9,4.815789473684211,69,91,0.008290422,0
35,33,4.742857142857143,128,81,4.7265625,106,127,-0.04743482,0
128,65,4.953125,102,21,4.833333333333333,150,167,-0.046618063,0
4,2,5.0,319,72,4.793103448275862,7,14,0.01813722,0
12,5,4.666666666666667,2,0,5.0,6,17,-0.045953263,1
6,6,4.833333333333333,135,106,4.911111111111111,50,87,0.010931691,0
1,1,1.0,35,15,4.714285714285714,0,3,-0.04686627,0
2,2,4.0,355,218,4.625352112676056,4,4,0.0355871,0
21,9,3.7142857142857135,1,0,5.0,176,252,0.02707361,1
62,55,4.870967741935484,702,208,4.613960113960114,137,241,-0.00029361827,0
21,21,5.0,3483,930,4.722939994257824,29,30,-0.041413203,0
1,1,4.0,418,132,4.1028708133971294,1,2,0.02666084,0
5,5,5.0,77,18,4.974025974025974,35,48,0.0072582946,0
88,80,4.943181818181818,86,38,4.709302325581396,136,159,0.024562797,0
17,17,4.941176470588236,675,284,4.885925925925926,37,46,-0.0004774441,0
61,56,4.704918032786885,336,67,4.571428571428571,68,114,0.044856638,0
2,1,5.0,1,0,5.0,2,2,-0.03376796,1
1,1,5.0,874,360,4.05720823798627,0,1,-0.015752787,0
25,24,4.64,2311,404,4.448723496321938,52,80,0.005107592,0
8,8,4.75,1548,281,4.670542635658915,24,48,-0.008432466,0
18,1,5.0,2,2,5.0,12,30,-0.059019454,1
5,5,5.0,218,24,4.58256880733945,48,74,0.03380287,0
114,83,4.87719298245614,136,42,4.588235294117647,173,210,0.061977725,0
2,2,5.0,3068,930,4.320078226857888,0,2,0.014418589,1
58,54,4.948275862068965,492,254,4.725609756097561,60,72,0.09199243,0
37,34,4.621621621621622,416,80,4.555288461538462,82,163,0.044582333,0
1,1,1.0,294,122,3.421768707482993,7,8,-0.03190854,1
1,1,1.0,92,42,3.1739130434782608,1,2,0.012708744,0
21,21,5.0,2619,901,4.395801526717557,45,52,0.01839322,0
9,9,5.0,125,40,4.432,25,28,-0.00465361,0
63,60,4.825396825396825,16408,3232,4.855436372501219,61,113,0.01636768,0
32,30,5.0,1959,215,4.494640122511486,90,149,0.02225759,0
1,1,3.0,29,6,4.448275862068965,1,6,-0.031108152,0
3,3,3.6666666666666665,1,0,5.0,9,17,0.029792244,0
15,15,3.533333333333333,163,17,4.576687116564417,48,105,0.016607894,0
1,1,5.0,5,2,4.4,8,12,-0.001919684,0
19,18,4.7368421052631575,19770,2297,4.4630753667172485,25,80,0.015033754,1
14,14,3.928571428571429,1937,660,4.266391326794011,50,83,-0.010704976,0
36,17,5.0,108,36,4.472222222222222,65,219,-0.037501644,1
2,1,3.0,14,1,4.714285714285714,6,10,-0.0028076076,0
9,9,4.222222222222222,226,173,4.460176991150442,24,36,-0.027042925,0
34,34,4.676470588235294,877,345,4.738882554161916,56,100,0.03615647,0
1,1,3.0,15,10,4.0,3,4,-0.025349004,0
24,24,4.958333333333333,200,68,4.445,25,74,-0.004343475,0
2,2,5.0,2,1,3.0,8,21,-0.002692475,0
1,1,5.0,36,8,4.638888888888889,17,20,-0.05123285,0
1,1,2.0,1006,287,4.657398212512413,10,16,0.0020610525,1
8,8,5.0,1995,412,4.351378446115288,16,18,0.0046621882,1
5,5,4.2,6,1,4.833333333333333,12,36,-0.051656928,0
15,15,3.2666666666666666,27,11,4.074074074074074,67,106,-0.0798837,0
56,50,4.946428571428571,332,83,4.891566265060241,68,133,-0.027700203,0
33,33,4.2727272727272725,52,8,4.865384615384615,58,122,0.014612963,0
9,8,4.777777777777778,184,34,4.711956521739131,27,64,0.00010834084,0
3,2,2.0,28,12,3.928571428571429,0,6,-0.04164045,1
84,81,4.404761904761905,7,0,4.285714285714286,89,126,0.013075223,0
103,94,4.679611650485437,103,13,4.699029126213592,200,349,0.0022769945,0
29,26,4.758620689655173,130,48,4.538461538461538,45,56,0.02560213,0
1,1,1.0,285,130,4.445614035087719,1,8,-0.022430614,1
3,3,4.0,596,226,4.563758389261745,10,10,-0.010249607,0
37,35,4.945945945945946,7316,3070,4.15787315472936,71,74,0.06343036,1
8,8,5.0,198,59,4.51010101010101,37,50,0.048082966,0
21,20,5.0,322,85,4.614906832298137,26,31,0.063333325,0
1,1,4.0,29,1,4.172413793103448,8,14,0.04747455,0
1,1,2.0,8,3,3.625,0,1,0.028524848,0
5,5,1.0,961,145,4.881373569198751,1,2,-0.04794162,1
1,1,3.0,37,14,3.972972972972973,0,1,0.027289918,1
6,6,4.666666666666667,168,105,4.595238095238095,32,40,0.011146111,0
16,16,4.0625,1154,276,4.566724436741768,85,132,0.0019983104,0
3,3,4.666666666666667,1246,308,4.715088282504013,31,33,0.035011657,1
82,71,4.548780487804878,116,13,4.879310344827586,114,171,-0.037685733,1
1,1,5.0,3,0,4.666666666666667,0,2,-0.010203791,0
2,2,2.0,2,2,4.0,5,8,-0.012553676,0
3,3,4.666666666666667,347,98,4.936599423631124,6,9,-0.017104575,0
10,10,2.8,191,25,4.570680628272251,96,128,-0.0040831584,1
8,8,4.25,428,175,4.436915887850467,30,68,-0.072037406,0
1,1,1.0,31,1,4.645161290322581,1,2,0.00061878917,0
47,38,4.574468085106383,99,32,3.141414141414141,1058,7469,-0.026831955,0
8,8,5.0,7,8,5.0,23,31,-0.027802147,0
13,12,5.0,145,2,4.944827586206896,12,14,0.03128908,0
56,49,4.928571428571429,252,76,4.623015873015873,49,84,0.0024686158,0
31,31,3.967741935483871,982,130,4.827902240325866,78,112,0.017555516,0
9,8,4.555555555555555,14,4,4.142857142857143,14,15,0.03904525,0
11,11,5.0,86,21,4.755813953488372,47,122,0.0138498265,0
1,1,4.0,565,348,4.750442477876106,3,4,-0.017871814,0
7,7,2.857142857142857,115,13,4.582608695652174,20,27,0.033361655,0
99,87,4.858585858585859,121,15,4.396694214876033,186,255,-0.0316386,0
31,30,4.612903225806452,809,276,4.783683559950556,93,113,-0.006219877,0
1,1,5.0,1288,621,4.400621118012422,8,13,0.009505569,1
43,40,4.744186046511628,39,16,4.128205128205129,63,79,0.03182544,0
2,2,5.0,32,14,4.90625,33,34,0.011235774,0
37,35,4.972972972972973,1007,148,4.889771598808341,48,66,-0.0016874158,0
3,3,4.666666666666667,5454,2435,4.68005133846718,24,29,-0.006980067,1
16,15,5.0,5236,447,4.472880061115355,53,61,0.0058277873,0
14,2,5.0,1,1,5.0,80,129,0.0065111998,1
12,11,5.0,27,4,4.703703703703703,24,26,-0.015573405,0
14,13,4.714285714285714,66,41,4.893939393939394,35,36,0.03215373,0
48,41,5.0,71,20,4.845070422535211,112,159,0.015251297,0
5,4,5.0,429,54,4.96037296037296,13,13,0.03291515,0
1,1,5.0,1190,291,4.64873949579832,3,6,-0.016758561,0
23,21,4.391304347826087,83,16,4.409638554216867,91,155,-0.02509253,0
2,2,5.0,1188,252,4.119528619528619,3,8,0.0075367675,0
2,2,4.0,2,0,4.0,2,3,-0.016763948,0
7,7,3.4285714285714284,10167,5610,4.691256024392643,49,54,0.03315851,1
32,32,4.75,437,166,4.45537757437071,53,144,0.014244621,0
5,5,3.6,6041,1506,4.436848203939745,102,143,0.039249506,1
1,1,5.0,32,7,4.34375,46,137,-0.04610165,0
36,5,4.944444444444445,8,7,4.125,13,41,0.03615295,1
5,4,4.4,736,196,4.527173913043479,34,48,-0.032417487,0
2,2,5.0,140,84,4.0285714285714285,4,4,0.008406985,0
14,14,3.857142857142857,268,115,4.548507462686567,42,83,0.01950344,1
8,2,5.0,528,20,4.698863636363637,10,10,-0.02914403,0
27,27,4.407407407407407,184,109,4.782608695652174,119,147,-0.008119673,0
1,1,5.0,658,100,4.731003039513678,2,2,0.037001126,0
39,37,4.6923076923076925,148,30,4.493243243243243,191,314,0.028686991,0
1,1,5.0,30,7,4.566666666666666,2,3,-0.0014372107,0
40,2,5.0,4,5,4.25,13,43,-0.021523606,0
1,1,1.0,10,7,3.4,0,1,-0.049899403,0
3,1,5.0,6,1,5.0,3,15,0.01947597,1
1,1,5.0,59,5,4.5423728813559325,42,49,0.051169757,0
1,1,1.0,152,17,4.651315789473684,2,6,-0.107302755,0
4,4,4.0,14,0,4.5,4,6,0.006938145,0
1,1,1.0,196,47,4.454081632653061,4,8,-0.020216914,0
67,63,4.985074626865671,25,8,4.84,77,90,0.010982067,0
1,1,5.0,113,13,4.8053097345132745,1,2,0.041475188,0
17,16,4.529411764705882,32,14,4.875,48,113,0.032847926,0
2,2,4.5,2,0,2.5,5,7,-0.008168119,1
2,2,5.0,1493,992,4.470194239785666,0,2,0.081118986,1
11,6,3.909090909090909,2,0,5.0,26,77,0.038134363,1
1,1,1.0,4,1,2.0,7,9,0.02288135,1
45,31,4.733333333333333,1067,354,4.949390815370196,39,103,0.029002778,1
41,38,4.634146341463414,2022,308,4.809594460929772,128,194,0.033402313,0
7,7,4.0,4,1,2.25,15,20,-0.02136807,0
5,5,5.0,369,15,4.710027100271002,34,45,0.019233203,0
90,3,5.0,5,0,5.0,93,100,-0.005395083,1
2,2,5.0,272,38,4.786764705882353,4,6,0.02942203,0
8,8,5.0,213,24,3.746478873239437,10,10,0.06270914,1
7,5,5.0,790,73,4.6645569620253164,20,39,0.04232267,0
6,5,5.0,17,9,5.0,10,11,0.055585057,0
4,4,5.0,27,9,4.962962962962963,8,8,-0.001225389,0
25,21,4.92,84,13,4.5,32,48,-0.015247637,0
11,11,5.0,418,80,4.648325358851674,90,139,0.034067146,0
40,40,4.725,24,3,4.625,141,367,-0.013799536,0
24,24,3.0416666666666665,1543,267,4.767336357744654,42,89,-0.020843996,0
2,1,4.0,104,25,4.105769230769231,13,15,0.0072606537,0
12,12,4.166666666666667,27,6,4.925925925925926,42,75,0.016883316,0
28,26,4.464285714285714,216,54,4.560185185185185,79,139,0.005953393,0
2,2,5.0,47,17,3.617021276595745,9,10,0.052347604,0
2,2,5.0,1493,992,4.470194239785666,0,2,-0.013671547,1
8,8,4.5,903,363,4.592469545957918,60,70,0.024283309,0
6,6,5.0,377,39,4.63395225464191,22,29,0.06530447,0
29,28,4.896551724137931,141,26,4.567375886524823,37,42,0.049989875,0
5,2,5.0,14,7,5.0,3,16,-0.003755837,1
7,7,4.428571428571429,339,89,3.825958702064897,52,56,-0.014986772,0
3,3,2.6666666666666665,2482,395,4.004029008863819,66,89,0.024858916,1
33,31,4.96969696969697,80,42,4.925,72,97,0.013408368,0
41,38,5.0,207,50,4.806763285024155,62,112,0.011415088,0
19,17,4.2631578947368425,108,23,4.666666666666667,67,240,-0.048560493,0
5,5,4.6,116,13,4.7844827586206895,21,49,0.0024098975,0
53,48,4.90566037735849,422,39,4.604265402843602,92,107,-0.0070943716,0
15,15,4.266666666666667,37,12,4.621621621621622,36,40,-0.05056445,0
13,13,4.538461538461538,20,4,3.35,23,31,-0.029155245,1
30,12,5.0,55,28,4.781818181818182,72,228,0.00919754,1
12,12,4.833333333333333,441,102,4.757369614512472,24,30,0.018167125,0
1,1,5.0,33,6,4.727272727272728,1,3,-0.038879246,0
1,1,1.0,2,3,1.0,1,4,-0.06540065,1
58,57,4.810344827586207,6,2,4.5,277,325,0.007740612,0
36,34,4.583333333333333,86,52,4.523255813953488,33,41,0.041384213,0
71,55,4.943661971830986,741,112,4.584345479082321,77,108,0.04068671,1
52,47,4.980769230769231,116,25,4.7844827586206895,54,64,-0.015302233,1
2,2,5.0,103,37,4.543689320388349,21,31,0.01861117,0
8,6,5.0,9,5,4.777777777777778,9,15,0.008018565,1
530,23,4.349056603773585,1,0,5.0,873,2123,-0.00016521121,1
16,15,3.6875,58,13,4.689655172413793,55,97,-0.017646195,0
6,6,4.333333333333333,113,29,4.654867256637168,32,49,0.002036763,0
5,5,5.0,23,2,4.608695652173913,30,54,-0.008669209,0
56,53,4.910714285714286,239,23,4.372384937238493,68,81,0.04194915,0
1,1,5.0,24,13,4.5,24,51,0.028047334,0
1,1,1.0,8,1,2.625,9,11,-0.084932275,0
129,115,4.953488372093023,339,52,4.758112094395281,123,388,0.025781637,0
2,2,5.0,4435,1196,4.2735062006764375,0,2,0.019228108,1
15,15,4.533333333333333,427,95,4.894613583138173,33,43,-0.030657077,0
11,10,5.0,299,98,4.976588628762542,70,90,-0.0010436374,0
1,1,5.0,165,142,4.963636363636364,38,75,-0.023692772,0
26,25,5.0,30,14,4.633333333333334,36,85,0.040813487,0
23,22,3.9565217391304346,2084,555,4.546065259117083,70,128,0.04379265,1
19,16,4.894736842105263,57,10,4.614035087719298,14,18,-0.023365075,1
26,24,4.576923076923077,15,6,4.266666666666667,69,126,0.06407422,0
7,6,4.857142857142857,51,6,4.588235294117647,20,35,0.019515574,0
25,15,3.32,22,10,4.909090909090909,51,74,0.051319495,1
13,13,5.0,556,141,4.634892086330935,11,11,-0.05051687,1
5,4,5.0,1046,578,4.7122370936902485,165,249,-0.07121286,0
1,1,5.0,8,0,4.125,1,1,0.016636185,1
4,4,4.0,105,26,4.514285714285714,7,19,-0.01143386,0
1,1,5.0,1101,538,4.802906448683015,3,9,0.01574828,0
21,19,4.857142857142857,361,140,4.858725761772853,32,39,-0.0051771286,0
10,10,4.4,170,30,4.594117647058823,30,63,0.017562687,0
1,1,1.0,275,23,4.429090909090909,2,6,0.008662104,1
2,2,5.0,184,67,4.527173913043479,4,4,0.028308978,0
12,12,5.0,6571,2310,4.453203469791508,130,149,0.05869589,0
5,5,3.8,391,48,4.867007672634271,54,89,-0.02359093,0
1,1,1.0,2282,320,4.819894829097283,1,2,-0.05228272,1
1,1,1.0,1329,417,4.559066967644846,10,17,0.030330012,0
8,7,5.0,755,721,5.0,18,21,0.018837037,1
2,1,5.0,21,7,4.714285714285714,10,18,-0.014512754,0
19,19,4.105263157894737,2586,476,4.692188708430008,117,238,0.03654565,1
2,2,1.0,32,5,4.09375,0,5,0.008267095,0
30,30,4.833333333333333,41,1,4.7560975609756095,89,97,0.046908345,0
10,10,4.2,1197,84,4.790309106098579,93,124,-0.008823443,0
29,28,3.827586206896552,9,1,5.0,54,107,0.012393221,0
1,1,1.0,176,12,4.488636363636363,3,6,-0.001971527,1
12,11,4.583333333333333,7171,1236,4.6936271091897925,47,54,-0.004502679,0
40,32,4.225,13236,3875,4.685932305832578,24,26,-0.056993544,1
26,25,4.846153846153846,78,26,4.461538461538462,40,58,-0.036944848,0
2,2,5.0,33,9,4.757575757575758,97,173,0.025682623,0
50,43,4.8,191,10,4.837696335078534,104,132,-0.027526049,0
1,1,1.0,270,322,4.651851851851852,7,10,0.0001048272,1
11,11,3.909090909090909,852,117,4.564553990610329,35,42,0.0018341762,0
30,26,4.466666666666667,1903,918,4.837099316868103,120,167,-0.015433192,0
29,28,4.896551724137931,5,1,5.0,64,96,0.043963123,0
4,4,3.0,69,12,4.246376811594203,89,198,-0.044219874,1
15,15,4.4,140,3,4.9071428571428575,77,151,0.0790675,0
5,5,5.0,755,721,5.0,8,9,-0.048800632,1
73,71,4.561643835616438,839,211,4.437425506555424,107,231,-0.0021578015,0
18,18,4.0,915,188,4.828415300546448,51,127,-0.021174263,0
5,4,5.0,518,171,4.797297297297297,46,67,0.007568529,0
36,34,4.888888888888889,64,11,4.84375,68,122,0.02759629,0
1,1,1.0,16,7,3.875,12,13,0.0044320747,0
108,95,4.814814814814815,292,76,4.715753424657534,111,157,0.03037103,0
12,12,4.75,5324,1604,4.77610818933133,29,36,-0.04252585,0
17,16,5.0,346,171,4.838150289017341,17,29,-0.0123397345,0
3,1,5.0,1,0,5.0,7,20,-0.027086163,1
2,2,3.0,7,1,3.7142857142857135,5,6,-0.043636374,0
1,1,5.0,238,40,4.638655462184874,1,7,0.04057586,1
46,37,4.934782608695652,19,2,4.894736842105263,58,89,0.00035040255,0
12,12,4.583333333333333,349,161,4.409742120343839,28,37,-0.00065432646,0
1,1,5.0,7,0,4.285714285714286,0,5,0.002663395,0
2,2,5.0,231,23,4.510822510822511,29,30,0.029697813,0
72,59,4.902777777777778,188,25,4.0638297872340425,109,155,-0.020980703,0
20,20,4.6,31,2,4.935483870967742,41,116,0.0119555155,0
41,40,4.609756097560975,99,17,4.808080808080808,77,91,0.034673464,0
1,1,2.0,8,5,3.875,5,10,-0.07708557,0
1,1,1.0,52,16,3.673076923076923,0,3,-0.029398622,0
46,45,4.565217391304348,164,81,4.847560975609756,53,68,0.05090808,0
75,63,4.92,146,18,4.801369863013699,109,218,0.04746054,0
5,5,4.2,138,43,4.471014492753623,49,87,0.007178249,0
72,67,4.833333333333333,561,132,4.623885918003565,69,145,0.03798827,0
9,9,5.0,356,199,4.837078651685394,24,52,-0.01445962,0
1,1,2.0,17,15,4.705882352941177,1,2,0.011216733,0
125,119,4.888,847,97,4.636363636363637,131,181,0.013332957,0
20,3,5.0,9,0,5.0,24,38,-0.024491843,1
2,2,2.5,929,78,4.379978471474704,15,37,-0.013262096,0
1,1,5.0,1025,195,4.864390243902439,3,8,0.014420539,0
33,30,4.787878787878788,191,28,4.717277486910994,21,56,-0.018756151,0
3,3,5.0,1278,369,4.772300469483568,14,24,-0.019906249,1
4,4,4.25,545,21,4.825688073394495,37,70,-0.045294914,0
4,4,4.0,108,12,3.925925925925926,22,28,0.05601809,0
39,37,4.358974358974359,191,24,4.073298429319372,85,100,0.027839169,0
8,7,3.625,6,5,4.333333333333333,162,249,0.0046494417,0
27,26,4.851851851851852,31,8,4.225806451612903,44,76,0.020281637,0
17,15,5.0,231,75,4.588744588744588,46,67,-0.0009775702,0
3,3,4.0,54,7,3.574074074074074,8,13,-0.028351966,0
30,28,4.9,9,0,4.888888888888889,30,51,0.051201977,0
1,1,5.0,172,55,4.691860465116279,1,2,-0.017704513,1
1,1,5.0,42,10,4.238095238095238,24,31,-0.028058438,0
1,1,5.0,200,3,4.92,2,2,0.017653227,1
1,1,5.0,26,0,4.769230769230769,2,11,-0.0027043466,0
1,1,1.0,18,8,4.055555555555555,2,4,-0.028669229,0
1,1,5.0,10,2,4.6,9,12,0.048645042,0
113,102,4.9734513274336285,7,1,5.0,117,199,-0.021758966,0
6,6,5.0,582,172,4.43298969072165,9,13,-0.015756065,0
1,1,5.0,2326,644,4.55932932072227,4,4,0.049155723,1
60,54,4.883333333333334,20,3,4.95,51,87,0.08066817,0
15,15,4.666666666666667,5,1,3.2,21,25,-0.037935734,0
4,4,4.0,838,119,4.813842482100239,38,80,-0.007976927,0
9,9,3.6666666666666665,24,13,4.0,86,95,-0.048920736,0
1,1,1.0,32,9,3.96875,2,5,-0.011794007,0
163,143,4.588957055214724,20,2,2.95,272,337,-0.013662727,0
7,6,4.142857142857143,203,41,4.778325123152709,20,43,-0.026924852,0
2,2,5.0,4435,1196,4.2735062006764375,0,2,-0.01607865,0
54,51,3.574074074074074,37,12,4.783783783783784,320,603,-0.020916177,1
58,52,4.775862068965517,710,182,4.950704225352113,67,77,0.041638665,1
1,1,1.0,86,32,3.767441860465116,2,4,-0.02532952,1
4,4,4.0,113,40,4.6371681415929205,89,112,-0.0144516695,0
18,16,5.0,589,90,4.831918505942275,32,40,-0.011443729,0
14,14,4.0,69,15,4.115942028985507,24,46,0.009972445,0
27,25,4.851851851851852,147,23,4.741496598639456,28,56,0.06800161,0
2,1,5.0,1,0,5.0,4,5,0.013724969,0
2,2,1.5,112,45,4.366071428571429,1,6,-0.068151675,1
6,6,3.333333333333333,20419,4690,4.678779568049365,6,6,0.011040336,0
8,8,4.625,3,0,4.0,18,51,0.05260701,0
1,1,1.0,2467,169,4.587353060397244,3,5,0.009658644,0
1,1,1.0,115,59,3.5478260869565217,11,26,0.021529397,0
2,2,4.0,3638,605,4.449697636063771,5,10,-0.005384271,0
5,5,4.4,1745,1190,4.418338108882521,11,11,0.02208445,0
16,16,3.625,114,15,4.754385964912281,84,112,-0.019471338,0
4,4,2.25,10,1,4.7,3,6,0.017681185,1
3,3,5.0,10384,996,4.8211671802773495,13,16,0.054007918,0
